"d_phi_p [deg]","fc [GHz]","Time [us]","re(SP(i1)) [mV]","re(SP(i2)) [mV]","re(SP(i3)) [mV]","re(SP(i4)) [mV]","re(SP(q1)) [mV]","re(SP(q2)) [mV]","re(SP(q3)) [mV]","re(SP(q4)) [mV]"
0,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
0,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
0,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
0,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
0,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
0,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
1,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
1,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
1,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
1,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
1,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
1,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
1,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
2,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
2,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
2,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
2,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
2,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
2,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
2,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
3,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
3,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
3,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
3,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
3,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
3,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
3,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
4,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
4,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
4,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
4,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
4,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
4,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
4,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
5,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
5,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
5,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
5,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
5,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
5,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
5,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
6,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
6,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
6,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
6,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
6,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
6,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
6,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
7,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
7,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
7,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
7,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
7,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
7,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
7,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
8,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
8,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
8,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
8,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
8,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
8,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
8,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
9,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
9,2.426,16,63.1536646790054,55.8905058659389,55.6815821851809,63.2522285772078,-39.4279187754496,-16.3701844952587,-13.3580614889601,-36.4444129865911
9,2.426,24,63.15413169105,55.8910408996782,55.6823000809557,63.2528778672228,-39.4286269078421,-16.3692994894515,-13.3569469839663,-36.4450493719346
9,2.426,32,63.1547960242828,55.8918013187023,55.6833194644042,63.2538005939411,-39.4296321374311,-16.3680455753078,-13.3553675707944,-36.4459527506552
9,2.426,40,63.1564187034344,55.89365540578,55.6858004506237,63.2560500406957,-39.4320772634967,-16.3650072229507,-13.3515388706105,-36.4481501226792
9,2.426,48,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,56,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,64,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,72,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,80,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,88,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,96,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,104,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,112,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,120,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,128,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
9,2.426,136,62.7784329351022,55.5125024735838,55.232660208699,62.7896783786697,-38.9997534628548,-16.7542541353352,-13.8627199181054,-36.0609811292543
10,2.426,0,63.152546529212,55.8892232388946,55.6798589665284,63.2506718552375,-39.4262182987792,-16.3723154303763,-13.360744216945,-36.442884794502
10,2.426,8,63.1531999309731,55.8899730327718,55.6808667018511,63.2515819113913,-39.4272128538578,-16.3710681310538,-13.3591740739815,-36.4437785867123
